시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
유치원,고산초등학교 병설유치원,제주특별자치도 제주시 한경면 고산로1길 16,제주특별자치도 제주시 한경면 고산리 2684-1,33.30452697,126.1768735,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,0,6,2022-12-01
초등학교,백록초등학교,제주특별자치도 제주시 정존5길 62,제주특별자치도 제주시 노형동 2583-2,33.48710078,126.4702267,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,2,8~32,2022-12-01
유치원,백록초등학교 병설유치원,제주특별자치도 제주시 정존5길 62,제주특별자치도 제주시 노형동 2583-2,33.48710078,126.4702267,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,3,12~19,2022-12-01
특수학교,제주영지학교,제주특별자치도 제주시 간월동로3길 15,제주특별자치도 제주시 이도이동 690,33.48883859,126.5427401,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,2,10~14,2022-12-01
특수학교,제주영송학교,제주특별자치도 제주시 애월읍 광령중길 126-3,제주특별자치도 제주시 애월읍 광령리 2549,33.45007214,126.4342649,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,N,2,6~24,2022-12-01
유치원,제주영락유치원,제주특별자치도 제주시 동광로23길 15,제주특별자치도 제주시 일도이동 153-5,33.51135415,126.542957,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,1,28,2022-12-01
유치원,전원유치원,제주특별자치도 제주시 구남동8길 1-6,제주특별자치도 제주시 이도이동 2020-5,33.48755857,126.5392776,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,3,14,2022-12-01
유치원,동원유치원,제주특별자치도 제주시 황새왓길 20,제주특별자치도 제주시 이도이동 13-2,33.49799164,126.5509672,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,2,25,2022-12-01
초등학교,제주대학교교육대학 부설초등학교,제주특별자치도 제주시 일주동로 61,제주특별자치도 제주시 화북일동 4810,33.51393117,126.5522134,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,1,15,2022-12-01
초등학교,해안초등학교,제주특별자치도 제주시 해안마을길 76,제주특별자치도 제주시 해안동 1948,33.45703335,126.4545476,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,2,7~15,2022-12-01
유치원,중앙유치원,제주특별자치도 제주시 고마로7길 11,제주특별자치도 제주시 일도이동 159-3,33.51183524,126.5398159,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,2,15,2022-12-01
유치원,연동 유치원,제주특별자치도 제주시 제원3길 3,제주특별자치도 제주시 연동 262-45,33.4872886,126.4888003,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,3,6~14,2022-12-01
유치원,한라유치원,제주특별자치도 제주시 국기로2길 18,제주특별자치도 제주시 연동 1504-1,33.47989492,126.4917183,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,1,13,2022-12-01
유치원,제주충신유치원,제주특별자치도 제주시 연화로2길 17-6,제주특별자치도 제주시 연동 1519,33.47802033,126.4892841,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,3,13~16,2022-12-01
어린이집,제주삼성어린이집,제주특별자치도 제주시 삼성로 17,제주특별자치도 제주시 이도일동 1692-22,33.50563721,126.527753,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,1,15,2022-12-01
어린이집,제주근로복지공단어린이집,제주특별자치도 제주시 지석4길 12,제주특별자치도 제주시 삼양이동 2145-9,33.52051096,126.5794221,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,N,2,4~26,2022-12-01
어린이집,해든어린이집,제주특별자치도 제주시 우령6길 63,제주특별자치도 제주시 외도일동 634-10,33.48565152,126.4290659,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,2,5~25,2022-12-01
어린이집,성지어린이집,제주특별자치도 제주시 우정로3길 19,제주특별자치도 제주시 외도일동 435-5,33.49154167,126.4331665,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,9,16,2022-12-01
어린이집,제주YWCA어린이집,제주특별자치도 제주시 진남로4길 7,제주특별자치도 제주시 화북일동 1964-16,33.52043587,126.5643998,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,9,13,2022-12-01
어린이집,삼도어린이집,제주특별자치도 제주시 남성로26길 30,제주특별자치도 제주시 삼도이동 235-25,33.50688847,126.523851,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,2,15,2022-12-01
어린이집,제주관광대학부속어린이집,제주특별자치도 제주시 신대로20길 23,제주특별자치도 제주시 연동 297,33.48355169,126.4938771,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,6,11~18,2022-12-01
어린이집,제주어린이집,제주특별자치도 제주시 아봉로 77,제주특별자치도 제주시 아라이동 938-2,33.47851287,126.5523432,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,1,9~15,2022-12-01
초등학교,월랑초등학교,제주특별자치도 제주시 남녕로 63,제주특별자치도 제주시 노형동 3764-9,33.49312138,126.4784428,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,4,7,2022-12-01
유치원,월랑초등학교 병설유치원,제주특별자치도 제주시 남녕로 63,제주특별자치도 제주시 노형동 3764-9,33.49312138,126.4784428,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,3,8~35,2022-12-01
초등학교,납읍초등학교,제주특별자치도 제주시 애월읍 납읍로2길 47,제주특별자치도 제주시 애월읍 납읍리 1504-2,33.43543559,126.3306486,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,3,15,2022-12-01
유치원,납읍초등학교 병설유치원,제주특별자치도 제주시 애월읍 납읍로2길 47,제주특별자치도 제주시 애월읍 납읍리 1504-2,33.43543559,126.3306486,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,2,10~15,2022-12-01
초등학교,추자초등학교,제주특별자치도 제주시 추자면 대서3길 10,제주특별자치도 제주시 추자면 대서리 57,33.96434138,126.2962962,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,N,1,23,2022-12-01
유치원,추자초등학교 병설유치원,제주특별자치도 제주시 추자면 대서3길 10,제주특별자치도 제주시 추자면 대서리 57,33.96434138,126.2962962,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,N,1,9~14,2022-12-01
어린이집,둥지어린이집,제주특별자치도 제주시 애월읍 하광로 199,제주특별자치도 제주시 애월읍 하귀1리 1101-2,33.4703078,126.419494,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,1,6~17,2022-12-01
어린이집,선덕어린이집,제주특별자치도 제주시 정실3길 57,제주특별자치도 제주시 오라이동 872-1,33.47608158,126.5115052,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,2,24,2022-12-01
어린이집,삼화어린이집,제주특별자치도 제주시 선사로6길 85-1,제주특별자치도 제주시 삼양일동 1579-9,33.52914555,126.5929841,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,5,8,2022-12-01
어린이집,공립새솔어린이집,제주특별자치도 제주시 애월읍 하귀11길 32,제주특별자치도 제주시 애월읍 하귀1리 201-6,33.48335502,126.4136057,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,2,14,2022-12-01
어린이집,애육어린이집,제주특별자치도 제주시 다랑곶6길 61,제주특별자치도 제주시 노형동 1035-16,33.49176183,126.4777899,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,2,13,2022-12-01
어린이집,전원어린이집,제주특별자치도 제주시 구남동8길 1-2,제주특별자치도 제주시 이도이동 2020-4,33.48768139,126.5395734,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
어린이집,제주영락어린이집,제주특별자치도 제주시 동광로23길 15,제주특별자치도 제주시 일도이동 153-5,33.51135415,126.542957,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
어린이집,딸기아트어린이집,제주특별자치도 제주시 황새왓길 29-1,제주특별자치도 제주시 일도이동 8-1,33.49818135,126.5523676,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
초등학교,더럭초등학교,제주특별자치도 제주시 애월읍 하가로 195,제주특별자치도 제주시 애월읍 하가리 1580-1,33.45359494,126.3451713,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
초등학교,조천초등학교교래분교,제주특별자치도 제주시 조천읍 비자림로 672,제주특별자치도 제주시 조천읍 교래리 564,33.43650075,126.6780473,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
초등학교,함덕초등학교선흘분교,제주특별자치도 제주시 조천읍 선흘동1길 41,제주특별자치도 제주시 조천읍 선흘리 1019,33.51505511,126.7046052,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
초등학교,함덕초등학교선인분교,제주특별자치도 제주시 조천읍 선진길 7-18,제주특별자치도 제주시 조천읍 선흘리 1947-15,33.45942788,126.704213,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
초등학교,추자초등학교신양분교,제주특별자치도 제주시 추자면 추자로 553-10,제주특별자치도 제주시 추자면 신양리 486,33.94464889,126.3252092,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,N,,,2022-12-01
유치원,추자초등학교신양분교 병설유치원,제주특별자치도 제주시 추자면 추자로 553-10,제주특별자치도 제주시 추자면 신양리 486,33.94464889,126.3252092,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,N,,,2022-12-01
유치원,마야유치원,제주특별자치도 제주시 거로남6길 48,제주특별자치도 제주시 화북이동 3416,33.50788615,126.5647548,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
유치원,제주엔젤유치원,제주특별자치도 제주시 월평9길 2-8,제주특별자치도 제주시 월평동 416-3,33.47131062,126.5810435,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
유치원,제주한라대학부설유치원,제주특별자치도 제주시 진군남2길 18,제주특별자치도 제주시 노형동 1576-5,33.47491185,126.4771396,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,N,,,2022-12-01
유치원,새순유치원,제주특별자치도 제주시 수덕로 66,제주특별자치도 제주시 노형동 2585-4,33.48522803,126.4704248,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
유치원,한림성모유치원,제주특별자치도 제주시 한림읍 한수풀로 28-4,제주특별자치도 제주시 한림읍 한림리 1308-3,33.41731966,126.2662426,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
유치원,제주관광대학 부속유치원,제주특별자치도 제주시 애월읍 평화로 2755-1,제주특별자치도 제주시 애월읍 광령리 2559,33.45112052,126.4352944,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,N,,,2022-12-01
어린이집,신광어린이집,제주특별자치도 제주시 신산마을동길 18,제주특별자치도 제주시 도평동 587-10,33.49073504,126.450872,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,N,,,2022-12-01
어린이집,남국어린이집,제주특별자치도 제주시 중앙로 476,제주특별자치도 제주시 아라일동 2341-1,33.48070111,126.5433886,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
어린이집,무궁화어린이집,제주특별자치도 제주시 사송길 42,제주특별자치도 제주시 영평동 2351-1,33.47420438,126.5649697,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
어린이집,녹원어린이집,제주특별자치도 제주시 연미3길 30,제주특별자치도 제주시 오라이동 1955-1,33.48754858,126.506655,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,용담어린이집,제주특별자치도 제주시 성화로 20,제주특별자치도 제주시 용담이동 608-3,33.51169521,126.5055758,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,장미어린이집,제주특별자치도 제주시 백포중길 19,제주특별자치도 제주시 이호일동 554-4,33.50172316,126.4590928,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,해안어린이집,제주특별자치도 제주시 해안마을6길 36,제주특별자치도 제주시 해안동 2456,33.45597353,126.4515035,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,국청사어린이집,제주특별자치도 제주시 거로남6길 48,제주특별자치도 제주시 화북이동 3416,33.50788615,126.5647548,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
어린이집,동남어린이집,제주특별자치도 제주시 한림읍 옹포4길 7,제주특별자치도 제주시 한림읍 옹포리 617-4,33.40149775,126.2520436,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,명지어린이집,제주특별자치도 제주시 조천읍 조천남4길 13-4,제주특별자치도 제주시 조천읍 조천리 2288,33.53324646,126.6401667,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
어린이집,주사랑어린이집,제주특별자치도 제주시 애월읍 애상로 76,제주특별자치도 제주시 애월읍 애월리 157-1,33.45823622,126.3303678,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,로뎀나무어린이집,제주특별자치도 제주시 은수길 6-8,제주특별자치도 제주시 노형동 60,33.47563851,126.4853217,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,혜솔어린이집,제주특별자치도 제주시 진군남4길 20,제주특별자치도 제주시 노형동 667,33.47513782,126.4794837,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,재놀스배어린이집,제주특별자치도 제주시 오일장서길 41-3,제주특별자치도 제주시 도두일동 1202-2,33.49574822,126.473403,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,옹기장이어린이집,제주특별자치도 제주시 창오길 30-5,제주특별자치도 제주시 도평동 1269,33.47912537,126.4434779,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,연동 어린이집,제주특별자치도 제주시 과원로 80-10,제주특별자치도 제주시 연동 1413,33.47663214,126.4920038,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,N,,,2022-12-01
어린이집,꾸러기어린이집,제주특별자치도 제주시 삼성로 90,제주특별자치도 제주시 일도이동 167,33.50865775,126.5346234,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
유치원,제주YMCA유치원,제주특별자치도 제주시 관덕로2길 1,제주특별자치도 제주시 삼도이동 905,33.51255976,126.5204192,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
어린이집,한림원광어린이집,제주특별자치도 제주시 한림읍 명랑남길 13,제주특별자치도 제주시 한림읍 한림리 546,33.41523469,126.2707763,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,조천삼일어린이집,제주특별자치도 제주시 조천읍 조와로 10,제주특별자치도 제주시 조천읍 조천리 2211-6,33.53480577,126.6353304,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
초등학교,이도초등학교,제주특별자치도 제주시 구남동2길 58,제주특별자치도 제주시 이도이동 2038,33.48789867,126.5321344,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
유치원,이도초등학교 병설유치원,제주특별자치도 제주시 구남동2길 58,제주특별자치도 제주시 이도이동 2038,33.48789867,126.5321344,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
초등학교,하귀일초등학교,제주특별자치도 제주시 애월읍 하귀9길 42,제주특별자치도 제주시 애월읍 하귀1리 158-1,33.48390197,126.4151797,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
유치원,하귀일초등학교 병설유치원,제주특별자치도 제주시 애월읍 하귀9길 42,제주특별자치도 제주시 애월읍 하귀1리 158-1,33.48390197,126.4151797,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
초등학교,삼화초등학교,제주특별자치도 제주시 화삼북로2길 27,제주특별자치도 제주시 화북일동 1012-2,33.51522409,126.577005,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
유치원,삼화초등학교 병설유치원,제주특별자치도 제주시 화삼북로2길 27,제주특별자치도 제주시 화북일동 1012-2,33.51522409,126.577005,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
유치원,까리따스유치원,제주특별자치도 제주시 인다10길 19,제주특별자치도 제주시 아라일동 6115,33.47489189,126.5479235,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
어린이집,아이세상어린이집,제주특별자치도 제주시 애월읍 엄장로 73,제주특별자치도 제주시 애월읍 수산리 2093-1,33.46883821,126.378886,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
유치원,해봉유치원,제주특별자치도 제주시 삼동2길 21-7,제주특별자치도 제주시 연동 1424-6,33.47710767,126.4942289,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
초등학교,도련초등학교,제주특별자치도 제주시 화삼로 104,제주특별자치도 제주시 도련일동 1913,33.51379157,126.5839871,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
유치원,도련초등학교 병설유치원,제주특별자치도 제주시 화삼로 104,제주특별자치도 제주시 도련일동 1913,33.51379157,126.5839871,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
어린이집,한샘어린이집,제주특별자치도 제주시 지석8길 13-11,제주특별자치도 제주시 삼양이동 2175-10,33.52011566,126.5824212,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
어린이집,예솔어린이집,제주특별자치도 제주시 용문로11길 33,제주특별자치도 제주시 용담이동 633-61,33.50777477,126.5057199,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,꼬마숲어린이집,제주특별자치도 제주시 용문로11길 26,제주특별자치도 제주시 용담이동 656-5,33.50751717,126.5065088,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,다음 카카오 어린이집,제주특별자치도 제주시 첨단로 242,제주특별자치도 제주시 영평동 2181,33.45068107,126.5704934,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
어린이집,노란 잠수함어린이집,제주특별자치도 제주시 연사2길 16-9,제주특별자치도 제주시 오라이동 1495-3,33.48728708,126.5126136,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,에디슨어린이집,제주특별자치도 제주시 연사2길 12,제주특별자치도 제주시 오라이동 1474-5,33.48775669,126.5134559,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,N,,,2022-12-01
어린이집,도토리소풍어린이집,제주특별자치도 제주시 1100로 3198-25,제주특별자치도 제주시 노형동 80,33.47374856,126.4861617,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,에코숲어린이집,제주특별자치도 제주시 월광로 111,제주특별자치도 제주시 노형동 2713,33.48976935,126.4706174,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,선유어린이집,제주특별자치도 제주시 구좌읍 일주동로 1908,제주특별자치도 제주시 구좌읍 김녕리 4372,33.55519513,126.7351879,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,N,,,2022-12-01
어린이집,"고슴도치,해길,헤랑,큰숲 어린이집",제주특별자치도 제주시 월산남2길 8,제주특별자치도 제주시 노형동 3289-1,33.47110623,126.4643038,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,신창성이시돌어린이집,제주특별자치도 제주시 한경면 두신로 28,제주특별자치도 제주시 한경면 신창리 705-1,33.34528938,126.1831073,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,인예어린이집,제주특별자치도 제주시 대원북길 18-2,제주특별자치도 제주시 아라일동 2905-7,33.4766403,126.5320946,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,N,,,2022-12-01
어린이집,선마을어린이집,제주특별자치도 제주시 수목원서길 50,제주특별자치도 제주시 노형동 542,33.46924219,126.4801437,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,보듬이나눔이제주어린이집,제주특별자치도 제주시 첨단로8길 17,제주특별자치도 제주시 영평동 2188-1,33.44825548,126.5697887,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
어린이집,한수풀어린이집,제주특별자치도 제주시 한림읍 한수풀로 92,제주특별자치도 제주시 한림읍 대림리 1722-1,33.41974516,126.2722515,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,레몬숲어린이집,제주특별자치도 제주시 우평로 349-28,제주특별자치도 제주시 외도일동 1358-1,33.48360335,126.426735,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,Y,,,2022-12-01
어린이집,세화어린이집,제주특별자치도 제주시 구좌읍 충렬로 3-3,제주특별자치도 제주시 구좌읍 세화리 1301,33.519827,126.857007,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,N,,,2022-12-01
어린이집,애월원광어린이집,제주특별자치도 제주시 애월읍 애월로2길 10,제주특별자치도 제주시 애월읍 애월리 2158-3,33.46289442,126.3138267,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,N,,,2022-12-01
어린이집,펀키즈어린이집,제주특별자치도 제주시 도근내길 46-7,제주특별자치도 제주시 내도동 728,33.49148381,126.4361961,제주특별자치도 자치경찰단 교통정보센터,제주서부경찰서,N,,,2022-12-01
어린이집,프라임국제어린이집,제주특별자치도 제주시 건주로2길 27-8,제주특별자치도 제주시 삼양이동 2291-7,33.5181196,126.5793474,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,N,,,2022-12-01
어린이집,봄소리어린이집,제주특별자치도 제주시 설촌로8길 43,제주특별자치도 제주시 삼양이동 2113-5,33.52382907,126.5860524,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,N,,,2022-12-01
어린이집,부라보어린이집,제주특별자치도 제주시 삼봉로3길 6,제주특별자치도 제주시 도련이동 513-1,33.518494,126.589278,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,Y,,,2022-12-01
어린이집,반석어린이집,제주특별자치도 제주시 매촌안길 35-1,제주특별자치도 제주시 도련이동 652-3,33.51222293,126.592284,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,N,,,2022-12-01
어린이집,인도어린이집,제주특별자치도 제주시 도련안길 21,제주특별자치도 제주시 도련일동 1709,33.509616,126.586779,제주특별자치도 자치경찰단 교통정보센터,제주동부경찰서,N,,,2022-12-01
초등학교,서귀중앙초등학교,제주특별자치도 서귀포시 동문동로 54,제주특별자치도 서귀포시 서귀동 283-3,33.25250801,126.5643137,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,서귀중앙초등학교 병설유치원,제주특별자치도 서귀포시 동문동로 54,제주특별자치도 서귀포시 서귀동 283-3,33.25250801,126.5643137,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,위미초등학교,제주특별자치도 서귀포시 남원읍 태위로 57,제주특별자치도 서귀포시 남원읍 위미리 4610-2,33.27410633,126.6528271,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,위미초등학교 병설유치원,제주특별자치도 서귀포시 남원읍 태위로 57,제주특별자치도 서귀포시 남원읍 위미리 4610-2,33.27410633,126.6528271,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,서귀북초등학교,제주특별자치도 서귀포시 중앙로 175,제주특별자치도 서귀포시 서홍동 308-1,33.26026985,126.5582756,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,서귀북초등학교 병설유치원,제주특별자치도 서귀포시 중앙로 175,제주특별자치도 서귀포시 서홍동 308-1,33.26026985,126.5582756,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,서귀포초등학교,제주특별자치도 서귀포시 솔동산로11번길 17,제주특별자치도 서귀포시 서귀동 558-3,33.24450481,126.5665408,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,서귀포초등학교 병설유치원,제주특별자치도 서귀포시 솔동산로11번길 17,제주특별자치도 서귀포시 서귀동 558-3,33.24450481,126.5665408,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,서광초등학교,제주특별자치도 서귀포시 안덕면 중산간서로 1842,제주특별자치도 서귀포시 안덕면 서광리 337-1,33.2883923,126.3263777,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,서광초등학교 병설유치원,제주특별자치도 서귀포시 안덕면 중산간서로 1842,제주특별자치도 서귀포시 안덕면 서광리 337-1,33.2883923,126.3263777,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,창천초등학교,제주특별자치도 서귀포시 안덕면 창천중앙로 12,제주특별자치도 서귀포시 안덕면 창천리 473,33.2634386,126.3696474,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,창천초등학교 병설유치원,제주특별자치도 서귀포시 안덕면 창천중앙로 12,제주특별자치도 서귀포시 안덕면 창천리 473,33.2634386,126.3696474,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,중문초등학교,제주특별자치도 서귀포시 천제연로 231,제주특별자치도 서귀포시 중문동 1984,33.25302345,126.4301596,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,중문초등학교 병설유치원,제주특별자치도 서귀포시 천제연로 231,제주특별자치도 서귀포시 중문동 1984,33.25302345,126.4301596,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,효돈초등학교,제주특별자치도 서귀포시 효돈로 161,제주특별자치도 서귀포시 신효동 123-3,33.26475526,126.615858,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,효돈초등학교 병설유치원,제주특별자치도 서귀포시 효돈로 161,제주특별자치도 서귀포시 신효동 123-3,33.26475526,126.615858,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,남원초등학교,제주특별자치도 서귀포시 남원읍 태위로 647,제주특별자치도 서귀포시 남원읍 남원리 2490-2,33.27898087,126.7152073,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,서귀서초등학교,제주특별자치도 서귀포시 솜반천로 38,제주특별자치도 서귀포시 서홍동 368-2,33.25432127,126.5560258,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
