"주차장관리번호",주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
405-2-000105,삼양농협 옆 공영주차장,공영,노외,,제주특별자치도 제주시 삼양2동 2135-10,25,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000106,한전아파트 동측 공영주차장,공영,노외,,제주특별자치도 제주시 삼양1동 1592-2,40,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000107,용담 성화지구 공영주차장,공영,노외,,제주특별자치도 제주시 용담2동 928-31,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000108,용담 성화지구 공영주차장,공영,노외,,제주특별자치도 제주시 용담2동 928-89,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000109,용마복지회관남측 공영주차장,공영,노외,,제주특별자치도 제주시 용담3동 519-12,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000110,어영마을회관 서측 공영주차장,공영,노외,,제주특별자치도 제주시 용담3동 2396-1,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000111,서문파출소 서측 공영주차장,공영,노외,,제주특별자치도 제주시 용담2동 2686-7,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000112,삼도남문2 공영주차장,공영,노외,,제주특별자치도 제주시 삼도2동 807-1,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000113,삼도남문3 공영주차장,공영,노외,,"제주특별자치도 제주시 삼도2동 807-3,16",4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000114,삼도무근성1 공영주차장,공영,노외,,"제주특별자치도 제주시 삼도2동 1158-99,101",2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000115,삼도무근성2 공영주차장,공영,노외,,제주특별자치도 제주시 삼도2동 1158-33,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000116,삼성아파트앞 공영주차장,공영,노외,,제주특별자치도 제주시 이도1동 1554-1,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000117,성지주차장 공영주차장,공영,노외,,제주특별자치도 제주시 이도1동 1502-2,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000118,도남초등학교 동측 공영주차장,공영,노외,,제주특별자치도 제주시 도남동 57-3,27,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000119,이도주공남측 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 1028-1,19,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000120,노동사무소 서측 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 425,25,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000121,시민복지타운 공영주차장,공영,노외,,제주특별자치도 제주시 도남동 689-7,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000122,시민복지타운 공영주차장,공영,노외,,제주특별자치도 제주시 도남동 742-1,32,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000123,시민복지타운 공영주차장,공영,노외,,제주특별자치도 제주시 도남동 703-8,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000124,시민복지타운 공영주차장,공영,노외,,제주특별자치도 제주시 도남동 705-14,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000125,시민복지타운 공영주차장,공영,노외,,제주특별자치도 제주시 도남동 735-1,24,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000126,시민복지타운 공영주차장,공영,노외,,제주특별자치도 제주시 도남동 769-9,21,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000127,시민복지타운 공영주차장,공영,노외,,제주특별자치도 제주시 도남동 755-1,34,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000128,시민복지타운 공영주차장,공영,노외,,제주특별자치도 제주시 도남동 748-8,17,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000129,서문시장1(서문시장길147부근),공영,노외,,제주특별자치도 제주시 용담1동 137-54외6,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000130,서문시장2(용대1로10 부근),공영,노외,,제주특별자치도 제주시 용담1동 292-10,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000131,서문시장3(서문시장서로3 부근),공영,노외,,"제주특별자치도 제주시 용담1동 295-40,295-49",8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000132,서문시장4(용대3로22 부근),공영,노외,,제주특별자치도 제주시 용담1동 220-10,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000133,서문시장6(용대3로15 부근),공영,노외,,제주특별자치도 제주시 용담1동 220-16,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000134,연동공원 동측(씨티호텔 서쪽),공영,노외,,제주특별자치도 제주시 연동 299-13,33,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000135,연동택지개발지구(대림APT동측),공영,노외,,제주특별자치도 제주시 연동 1504,18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000136,신광초등학교서측 공영주차장,공영,노외,,제주특별자치도 제주시 연동 1957-1,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000137,신광초등학교동측 공영주차장,공영,노외,,제주특별자치도 제주시 연동 2303-11,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000138,외도구획정리지구 공영주차장,공영,노외,,제주특별자치도 제주시 외도1동 417-6,42,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000139,외도구획정리지구 공영주차장,공영,노외,,제주특별자치도 제주시 외도1동 440-7,50,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000140,외도구획정리지구 공영주차장,공영,노외,,제주특별자치도 제주시 외도1동 448-3,59,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000141,외도구획정리지구 공영주차장,공영,노외,,제주특별자치도 제주시 외도1동 453-1,43,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000142,외도구획정리지구 공영주차장,공영,노외,,제주특별자치도 제주시 외도1동 482-1,44,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000143,외도구획정리지구 공영주차장,공영,노외,,제주특별자치도 제주시 외도1동 493-1,39,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000144,외도구획정리지구(외도복지회관북측),공영,노외,,제주특별자치도 제주시 외도1동 496-17,31,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000145,외도구획정리지구(외도복지화관동측),공영,노외,,제주특별자치도 제주시 외도1동 497-16,11,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000146,외도구획정리지구 공영주차장,공영,노외,,제주특별자치도 제주시 외도1동 542-18,23,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000147,외도구획정리지구 공영주차장,공영,노외,,제주특별자치도 제주시 외도1동 632-7,51,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000148,외도구획정리지구(외도동사무소앞),공영,노외,,제주특별자치도 제주시 외도2동 233-8,19,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000149,남녕고 서측(남녕마트 앞),공영,노외,,제주특별자치도 제주시 노형동 1293-2,39,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000150,화북2동 3491-2 공영주차장,공영,노외,,제주특별자치도 제주시 화북2동 3491-2,28,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000151,오라2동 1326 공영주차장,공영,노외,,오라2동 1326제주특별자치도 제주시,18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000152,사라봉입구 공영주차장,공영,노외,,"제주특별자치도 제주시 건입동 697-1,6",70,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000153,건입 동자복지구(금산수원지남측),공영,노외,,제주특별자치도 제주시 건입동 1189-1,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000154,현대아파트상가 앞 공영주차장,공영,노외,,"제주특별자치도 제주시 건입동 1042-2, 1042-1",18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000155,현사부락 물양장 공영주차장,공영,노외,,제주특별자치도 제주시 이호1동 1788-6,35,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000156,화북소방서 북측 공영주차장,공영,노외,,제주특별자치도 제주시 화북1동 11-7,47,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000157,동화초등교 남측 공영주차장,공영,노외,,제주특별자치도 제주시 화북1동 14-1,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000158,공관어린이집 남측 공영주차장,공영,노외,,제주특별자치도 제주시 연동 291-21,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000159,청소년수련실 북측 공영주차장,공영,노외,,제주특별자치도 제주시 화북1동 1619-7,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000160,청풍대 옆 공영주차장,공영,노외,,제주특별자치도 제주시 화북1동 1936,11,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000161,청풍대(삼부하우스 동측) 공영주차장,공영,노외,,제주특별자치도 제주시 화북1동 1930-4,18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000162,화북떡집 서측 공영주차장,공영,노외,,제주특별자치도 제주시 화북1동 1951-5,32,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000163,탐라사료 북측 공영주차장,공영,노외,,제주특별자치도 제주시 화북1동 2130-6,46,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000164,서사라사거리 북측 공영주차장,공영,노외,,제주특별자치도 제주시 삼도1동 533-10,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000165,장미빌라 맞은편 공영주차장,공영,노외,,"제주특별자치도 제주시 화북1동 1984-1, 1984-2",10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000166,통계청사무소 북측 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 417-4,24,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000167,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 2040-2,28,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000168,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 2035-10,30,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000169,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 2030-4,27,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000170,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 2026-9,27,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000171,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 1998-9,41,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000172,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 2003-7,29,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000173,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 2021-12,33,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000174,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 1992-7,36,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000175,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 1994-1,26,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000176,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 1977-7,27,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000177,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 1982-1,17,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000178,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 1982-3,23,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000179,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 아라2동 3013-1,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000180,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 아라2동 3013-11,17,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000181,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 1968-5,29,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000182,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 아라2동 3008-1,23,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000183,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 1945-6,22,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000184,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 1960-3,22,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000185,이도2지구 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 1954-4,23,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000186,용담이동 공영주차장,공영,노외,,제주특별자치도 제주시 용담2동 2690-19,52,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000187,화북동 공영주차장,공영,노외,,제주특별자치도 제주시 화북1동 1933-8,32,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000188,일도이동 공영주차장,공영,노외,,제주특별자치도 제주시 일도2동 1029-96,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000189,삼양동 공영주차장,공영,노외,,제주특별자치도 제주시 삼양2동 2124-6,26,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000190,건입동 공영주차장,공영,노외,,제주특별자치도 제주시 건입동 1077-47,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000191,화북동 공영주차장,공영,노외,,제주특별자치도 제주시 화북1동 4266-12,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000192,일도이동 공영주차장,공영,노외,,제주특별자치도 제주시 일도2동 984-3,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000193,화북동 공영주차장,공영,노외,,"제주특별자치도 제주시 화북2동 3378-4, 3378-6",35,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000194,회성푸르니 뒷편 공영주차장,공영,노외,,"제주특별자치도 제주시 오라2동 1375-1, 1376",21,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000195,선관위 동쪽 뒷편 공영주차장,공영,노외,,제주특별자치도 제주시 일도2동 107,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000196,이도이동 공영주차장,공영,노외,,제주특별자치도 제주시 도남동 916-10,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000197,명물식당 뒷편 공영주차장,공영,노외,,"제주특별자치도 제주시 삼도2동 1167-6, 1167-7",15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000198,(구)한길자동차(대림2차 서측),공영,노외,,제주특별자치도 제주시 일도2동 112,47,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000199,용담이동주민센터 맞은편 공영주차장,공영,노외,,제주특별자치도 제주시 용담2동 358-12,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000200,도남순복음교회 옆 공영주차장,공영,노외,,제주특별자치도 제주시 도남동 910-1,18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000201,중앙병원 남서측 공영주차장,공영,노외,,제주특별자치도 제주시 일도2동 1006-35,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000202,탐라중 북측 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 1963-7,79,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000203,한천초등 서남측 공영주차장,공영,노외,,제주특별자치도 제주시 용담1동 262-13,11,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000204,우일아파트 옆 공영주차장,공영,노외,,제주특별자치도 제주시 건입동 1277-2,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000205,수은근린공원 서측 공영주차장,공영,노외,,제주특별자치도 제주시 이도2동 375,25,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000206,동광천주교 동남측 공영주차장,공영,노외,,제주특별자치도 제주시 일도2동 88-1,24,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000207,청소년문화의집 남측 공영주차장,공영,노외,,제주특별자치도 제주시 화북1동 1936-7,22,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
